Time (s),Rx (V),Tx (V)
0.000624464,3.43946,3.87331
0.000625094,3.43287,3.87331
0.000625724,3.58121,3.87331
0.000626354,3.68339,3.87331
0.000626984,3.66032,3.87695
0.000627614,3.53506,3.86967
0.000628244,3.4065,3.86967
0.000628874,3.47572,3.87331
0.000629504,3.63395,3.87331
0.000630134,3.6768,3.87331
0.000630764,3.63065,3.87695
0.000631394,3.48891,3.87695
0.000632024,3.41309,3.87695
0.000632654,3.52517,3.86967
0.000633284,3.67021,3.87331
0.000633914,3.6768,3.87695
0.000634544,3.59439,3.87695
0.000635174,3.43946,3.8806
0.000635804,3.43616,3.8806
0.000636434,3.57791,3.87331
0.000637064,3.6768,3.87331
0.000637694,3.65702,3.86967
0.000638324,3.54495,3.87695
0.000638954,3.41309,3.87695
0.000639584,3.46913,3.87695
0.000640214,3.63395,3.87331
0.000640844,3.68669,3.87695
0.000641474,3.63724,3.87695
0.000642104,3.48561,3.86967
0.000642734,3.41309,3.86602
0.000643364,3.52517,3.86967
0.000643994,3.66362,3.86967
0.000644624,3.67351,3.86967
0.000645254,3.59769,3.87331
0.000645884,3.44276,3.87695
0.000646514,3.42627,3.8806
0.000647144,3.57132,3.86967
0.000647774,3.68339,3.86967
0.000648404,3.66362,3.86967
0.000649034,3.55154,3.87331
0.000649664,3.40979,3.87695
0.000650294,3.46253,3.87331
0.000650924,3.61747,3.86967
0.000651554,3.6768,3.86967
0.000652184,3.63724,3.86602
0.000652814,3.4988,3.87331
0.000653444,3.40979,3.87695
0.000654074,3.50868,3.86967
0.000654704,3.66032,3.86967
0.000655334,3.6801,3.87695
0.000655964,3.60428,3.87695
0.000656594,3.44605,3.8806
0.000657224,3.42627,3.8806
0.000657854,3.56472,3.87331
0.000658484,3.6801,3.87331
0.000659114,3.66032,3.86967
0.000659744,3.56143,3.87331
0.000660374,3.41968,3.8806
0.000661004,3.45924,3.87695
0.000661634,3.61747,3.87331
0.000662264,3.68339,3.87695
0.000662894,3.63724,3.86967
0.000663524,3.4955,3.86967
0.000664154,3.4065,3.87331
0.000664784,3.50209,3.87695
0.000665414,3.65043,3.87695
0.000666044,3.67351,3.87331
0.000666674,3.61417,3.87695
0.000667304,3.46253,3.86967
0.000667934,3.41968,3.87331
0.000668564,3.55483,3.86967
0.000669194,3.68339,3.87331
0.000669824,3.67351,3.87331
0.000670454,3.57132,3.87331
0.000671084,3.41968,3.8806
0.000671714,3.45265,3.87695
0.000672344,3.60428,3.87331
0.000672974,3.6768,3.87331
0.000673604,3.64384,3.86602
0.000674234,3.51857,3.87331
0.000674864,3.41309,3.87695
0.000675494,3.4988,3.87695
0.000676124,3.65043,3.87331
0.000676754,3.6768,3.86602
0.000677384,3.61087,3.86602
0.000678014,3.45594,3.86967
0.000678644,3.41309,3.8806
0.000679274,3.54165,3.87695
0.000679904,3.66691,3.87695
0.000680534,3.66362,3.87331
0.000681164,3.57791,3.87695
0.000681794,3.42627,3.87695
0.000682424,3.44605,3.8806
0.000683054,3.59769,3.88424
0.000683684,3.68339,3.8806
0.000684314,3.65373,3.87695
0.000684944,3.51857,3.87695
0.000685574,3.40979,3.87331
0.000686204,3.4922,3.86967
0.000686834,3.64384,3.86238
0.000687464,3.6768,3.86967
0.000688094,3.62076,3.87695
0.000688724,3.46913,3.87695
0.000689354,3.41968,3.87331
0.000689984,3.54165,3.87695
0.000690614,3.6768,3.87331
0.000691244,3.6768,3.87331
0.000691874,3.5845,3.86967
0.000692504,3.42957,3.87331
0.000693134,3.44276,3.87695
0.000693764,3.59109,3.87331
0.000694394,3.68339,3.86967
0.000695024,3.65702,3.86602
0.000695654,3.53176,3.86602
0.000696284,3.40979,3.86967
0.000696914,3.47902,3.87331
0.000697544,3.63395,3.86967
0.000698174,3.6801,3.87331
0.000698804,3.62736,3.86967
0.000699434,3.47572,3.87331
0.000700064,3.41639,3.87695
0.000700694,3.53835,3.87695
0.000701324,3.67021,3.87695
0.000701954,3.6801,3.87331
0.000702584,3.59769,3.87331
0.000703214,3.43946,3.8806
0.000703844,3.43287,3.8806
0.000704474,3.5845,3.87695
0.000705104,3.68339,3.87331
0.000705734,3.66032,3.87695
0.000706364,3.53506,3.8806
0.000706994,3.4065,3.8806
0.000707624,3.47242,3.8806
0.000708254,3.62736,3.8806
0.000708884,3.6801,3.87695
0.000709514,3.63065,3.87695
0.000710144,3.48561,3.87331
0.000710774,3.41309,3.87695
0.000711404,3.52517,3.87695
0.000712034,3.67021,3.87695
0.000712664,3.6768,3.87331
0.000713294,3.59439,3.86967
0.000713924,3.43616,3.87331
0.000714554,3.42957,3.87695
0.000715184,3.57132,3.87331
0.000715814,3.6768,3.87331
0.000716444,3.65702,3.87331
0.000717074,3.54824,3.87331
0.000717704,3.41309,3.86967
0.000718334,3.46253,3.86967
0.000718964,3.62406,3.87695
0.000719594,3.68669,3.86967
0.000720224,3.63395,3.87331
0.000720854,3.48561,3.87331
0.000721484,3.40979,3.87695
0.000722114,3.51528,3.87695
0.000722744,3.66362,3.87695
0.000723374,3.6801,3.87331
0.000724004,3.60428,3.87695
0.000724634,3.44605,3.87331
0.000725264,3.42627,3.87331
0.000725894,3.56472,3.87695
0.000726524,3.6768,3.87695
0.000727154,3.66362,3.87331
0.000727784,3.55483,3.87331
0.000728414,3.40979,3.8806
0.000729044,3.45594,3.88424
0.000729674,3.61417,3.8806
0.000730304,3.67351,3.87695
0.000730934,3.64054,3.87695
0.000731564,3.50539,3.87695
0.000732194,3.40979,3.87695
0.000732824,3.50868,3.8806
0.000733454,3.66032,3.87695
0.000734084,3.6768,3.87331
0.000734714,3.60428,3.86967
0.000735344,3.44935,3.87695
0.000735974,3.42298,3.87331
0.000736604,3.56472,3.87331
0.000737234,3.6801,3.87331
0.000737864,3.66362,3.86967
0.000738494,3.56143,3.87331
0.000739124,3.41968,3.87331
0.000739754,3.45265,3.86967
0.000740384,3.61087,3.86967
0.000741014,3.68339,3.87331
0.000741644,3.64054,3.87331
0.000742274,3.50539,3.86602
0.000742904,3.4065,3.86967
0.000743534,3.4988,3.87695
0.000744164,3.65043,3.87331
0.000744794,3.6801,3.87331
0.000745424,3.61747,3.86967
0.000746054,3.46913,3.86967
0.000746684,3.42298,3.87695
0.000747314,3.55154,3.8806
0.000747944,3.67351,3.87695
0.000748574,3.66362,3.87331
0.000749204,3.56472,3.87331
0.000749834,3.41639,3.86967
0.000750464,3.45265,3.87331
0.000751094,3.60758,3.87331
0.000751724,3.68339,3.87331
0.000752354,3.64713,3.86967
0.000752984,3.52187,3.87331
0.000753614,3.41309,3.87331
0.000754244,3.48891,3.87695
0.000754874,3.65043,3.87695
0.000755504,3.68339,3.87695
0.000756134,3.61417,3.87331
0.000756764,3.46253,3.87331
0.000757394,3.41639,3.87695
0.000758024,3.54495,3.87331
0.000758654,3.6768,3.87331
0.000759284,3.67021,3.87331
0.000759914,3.57791,3.87331
0.000760544,3.42957,3.87331
0.000761174,3.43946,3.87695
0.000761804,3.59439,3.87331
0.000762434,3.68339,3.87331
0.000763064,3.65373,3.87695
0.000763694,3.52517,3.86967
0.000764324,3.40979,3.87331
0.000764954,3.48891,3.87331
0.000765584,3.64054,3.87331
0.000766214,3.6768,3.87331
0.000766844,3.62406,3.87331
0.000767474,3.47242,3.86967
0.000768104,3.41639,3.86967
0.000768734,3.53835,3.87331
0.000769364,3.67351,3.87695
0.000769994,3.67351,3.87695
0.000770624,3.5845,3.87331
0.000771254,3.43616,3.87695
0.000771884,3.44276,3.88424
0.000772514,3.5878,3.87331
0.000773144,3.68339,3.87331
0.000773774,3.65373,3.86967
0.000774404,3.53506,3.87695
0.000775034,3.40979,3.87695
0.000775664,3.47242,3.8806
0.000776294,3.63395,3.8806
0.000776924,3.68339,3.87695
0.000777554,3.63065,3.87331
0.000778184,3.47902,3.87331
0.000778814,3.41309,3.87331
0.000779444,3.52517,3.87331
0.000780074,3.66362,3.87331
0.000780704,3.67021,3.87331
0.000781334,3.59439,3.87331
0.000781964,3.43287,3.86967
0.000782594,3.42957,3.86967
0.000783224,3.57791,3.86967
0.000783854,3.6801,3.86967
0.000784484,3.65373,3.86967
0.000785114,3.52846,3.86967
0.000785744,3.4032,3.87695
0.000786374,3.47242,3.87331
0.000787004,3.63065,3.86967
0.000787634,3.6801,3.86967
0.000788264,3.63724,3.86967
0.000788894,3.4922,3.87331
0.000789524,3.41309,3.87331
0.000790154,3.51857,3.86967
0.000790784,3.66362,3.86967
0.000791414,3.67351,3.87331
0.000792044,3.59109,3.86967
0.000792674,3.44276,3.87695
0.000793304,3.43287,3.87695
0.000793934,3.57461,3.87695
0.000794564,3.6801,3.8806
0.000795194,3.66032,3.87331
0.000795824,3.55483,3.8806
0.000796454,3.41639,3.8806
0.000797084,3.45924,3.8806
0.000797714,3.62076,3.87695
0.000798344,3.68669,3.87331
0.000798974,3.64054,3.87695
0.000799604,3.48891,3.87695
0.000800234,3.40979,3.8806
0.000800864,3.51198,3.8806
0.000801494,3.65373,3.87695
0.000802124,3.67351,3.87331
0.000802754,3.60428,3.87331
0.000803384,3.44935,3.8806
0.000804014,3.42298,3.87695
0.000804644,3.56472,3.87331
0.000805274,3.6768,3.87331
0.000805904,3.66362,3.86967
0.000806534,3.55154,3.86602
0.000807164,3.41309,3.87331
0.000807794,3.45594,3.86967
0.000808424,3.61087,3.86967
0.000809054,3.6768,3.86967
0.000809684,3.64054,3.86967
0.000810314,3.50868,3.87331
0.000810944,3.41309,3.86967
0.000811574,3.50868,3.87331
0.000812204,3.65702,3.87695
0.000812834,3.6768,3.86967
0.000813464,3.60758,3.86602
0.000814094,3.45265,3.86967
0.000814724,3.42627,3.87695
0.000815354,3.55483,3.87331
0.000815984,3.67021,3.87331
0.000816614,3.66691,3.87331
0.000817244,3.57132,3.87695
0.000817874,3.42627,3.87695
0.000818504,3.45265,3.8806
0.000819134,3.60758,3.87695
0.000819764,3.68339,3.87331
0.000820394,3.64713,3.87695
0.000821024,3.51198,3.87695
0.000821654,3.40979,3.86967
0.000822284,3.4988,3.87331
0.000822914,3.64713,3.87331
0.000823544,3.67021,3.87331
0.000824174,3.61417,3.87331
0.000824804,3.45924,3.87331
0.000825434,3.41309,3.86967
0.000826064,3.54824,3.86967
0.000826694,3.6768,3.86967
0.000827324,3.67351,3.86967
0.000827954,3.57132,3.86967
0.000828584,3.42298,3.87695
0.000829214,3.44935,3.86967
0.000829844,3.60098,3.86967
0.000830474,3.6801,3.87331
0.000831104,3.64713,3.87331
0.000831734,3.52517,3.86967
0.000832364,3.4065,3.87331
0.000832994,3.48231,3.87331
0.000833624,3.64054,3.87331
0.000834254,3.6768,3.87331
0.000834884,3.62076,3.86967
0.000835514,3.46583,3.86602
0.000836144,3.41639,3.86967
0.000836774,3.53835,3.87331
0.000837404,3.66691,3.86967
0.000838034,3.67351,3.86602
0.000838664,3.5878,3.87331
0.000839294,3.43287,3.87331
0.000839924,3.43946,3.87331
0.000840554,3.59439,3.87331
0.000841184,3.6801,3.87331
0.000841814,3.65043,3.87331
0.000842444,3.52846,3.86967
0.000843074,3.40979,3.8806
0.000843704,3.48231,3.87695
0.000844334,3.63395,3.87331
0.000844964,3.6801,3.87331
0.000845594,3.62736,3.86967
0.000846224,3.48231,3.87331
0.000846854,3.41309,3.87331
0.000847484,3.52846,3.87695
0.000848114,3.66362,3.87695
0.000848744,3.67351,3.86967
0.000849374,3.5878,3.86967
0.000850004,3.43287,3.87695
0.000850634,3.43946,3.87695
0.000851264,3.5878,3.87695
0.000851894,3.68669,3.87331
0.000852524,3.65702,3.86967
0.000853154,3.54165,3.87331
0.000853784,3.41309,3.87331
0.000854414,3.47242,3.87695
0.000855044,3.63065,3.86967
0.000855674,3.6801,3.87331
0.000856304,3.62736,3.87331
0.000856934,3.47572,3.87331
0.000857564,3.4032,3.87331
0.000858194,3.51528,3.87331
0.000858824,3.66032,3.86967
0.000859454,3.67351,3.87331
0.000860084,3.59439,3.87695
0.000860714,3.43946,3.87695
0.000861344,3.42957,3.86967
0.000861974,3.57461,3.86967
0.000862604,3.6801,3.86967
0.000863234,3.66032,3.87695
0.000863864,3.54495,3.87331
0.000864494,3.41309,3.87695
0.000865124,3.46913,3.87695
0.000865754,3.62406,3.87331
0.000866384,3.6768,3.87331
0.000867014,3.63395,3.87331
0.000867644,3.4922,3.8806
0.000868274,3.41309,3.8806
0.000868904,3.51528,3.87695
0.000869534,3.66362,3.87695
0.000870164,3.6768,3.87331
0.000870794,3.59769,3.86967
0.000871424,3.44276,3.87695
0.000872054,3.43287,3.87331
0.000872684,3.56802,3.86967
0.000873314,3.67351,3.87695
0.000873944,3.66032,3.87331
0.000874574,3.55483,3.87331
0.000875204,3.41309,3.86967
0.000875834,3.45594,3.86967
0.000876464,3.62076,3.86967
0.000877094,3.6801,3.86967
0.000877724,3.63724,3.86238
0.000878354,3.4955,3.86602
0.000878984,3.40979,3.87331
0.000879614,3.50868,3.86967
0.000880244,3.65373,3.86967
0.000880874,3.67021,3.86602
0.000881504,3.60758,3.86967
0.000882134,3.45594,3.87331
0.000882764,3.42627,3.87695
0.000883394,3.56143,3.8806
0.000884024,3.6801,3.8806
0.000884654,3.66691,3.87331
0.000885284,3.55483,3.86967
0.000885914,3.41639,3.87331
0.000886544,3.45924,3.87331
0.000887174,3.61417,3.86967
0.000887804,3.6801,3.86967
0.000888434,3.63724,3.87331
0.000889064,3.50868,3.87695
0.000889694,3.4065,3.8806
0.000890324,3.4988,3.8806
0.000890954,3.65043,3.86967
0.000891584,3.6768,3.87331
0.000892214,3.60428,3.86967
0.000892844,3.44935,3.87331
0.000893474,3.41639,3.87331
0.000894104,3.55154,3.87331
0.000894734,3.67351,3.87331
0.000895364,3.66362,3.86967
0.000895994,3.56802,3.86967
0.000896624,3.42298,3.86967
0.000897254,3.44935,3.86967
0.000897884,3.60428,3.86967
0.000898514,3.68339,3.87331
0.000899144,3.65043,3.87331
0.000899774,3.50868,3.86967
0.000900404,3.3999,3.87331
0.000901034,3.48561,3.87331
0.000901664,3.64054,3.86967
0.000902294,3.6768,3.86602
0.000902924,3.62076,3.86967
0.000903554,3.47242,3.86602
0.000904184,3.41968,3.86967
0.000904814,3.54495,3.86967
0.000905444,3.67351,3.86967
0.000906074,3.67021,3.87331
0.000906704,3.57791,3.86967
0.000907334,3.42298,3.86967
0.000907964,3.44935,3.87331
0.000908594,3.59769,3.86967
0.000909224,3.6768,3.87331
0.000909854,3.64713,3.87331
0.000910484,3.52517,3.87695
0.000911114,3.40979,3.87331
0.000911744,3.48231,3.87695
0.000912374,3.64054,3.8806
0.000913004,3.6801,3.87331
0.000913634,3.61747,3.87695
0.000914264,3.46583,3.87695
0.000914894,3.41309,3.87695
0.000915524,3.53506,3.87331
0.000916154,3.66691,3.86967
0.000916784,3.67021,3.87331
0.000917414,3.5845,3.86967
0.000918044,3.43287,3.87331
0.000918674,3.43616,3.87695
0.000919304,3.59109,3.87695
0.000919934,3.6768,3.87331
0.000920564,3.65043,3.86967
0.000921194,3.52517,3.86967
0.000921824,3.4065,3.86967
0.000922454,3.48561,3.87331
0.000923084,3.63724,3.87331
0.000923714,3.6801,3.87331
0.000924344,3.63065,3.87331
0.000924974,3.48561,3.87331
0.000925604,3.41639,3.86602
0.000926234,3.52846,3.86602
0.000926864,3.66691,3.86967
0.000927494,3.6768,3.86967
0.000928124,3.59109,3.86602
0.000928754,3.43287,3.86967
0.000929384,3.42957,3.86967
0.000930014,3.58121,3.87331
0.000930644,3.6801,3.86967
0.000931274,3.65373,3.86967
0.000931904,3.54165,3.87695
0.000932534,3.40979,3.8806
0.000933164,3.46583,3.87695
0.000933794,3.62736,3.87695
0.000934424,3.6801,3.86967
0.000935054,3.63395,3.86602
0.000935684,3.47572,3.86967
0.000936314,3.4032,3.87695
0.000936944,3.51857,3.87331
0.000937574,3.66362,3.86967
0.000938204,3.67351,3.86602
0.000938834,3.59439,3.86967
0.000939464,3.43946,3.87331
0.000940094,3.42298,3.87695
0.000940724,3.56472,3.87695
0.000941354,3.6768,3.86967
0.000941984,3.66032,3.86967
0.000942614,3.54824,3.86967
0.000943244,3.41309,3.86967
0.000943874,3.46583,3.86967
0.000944504,3.62406,3.87331
0.000945134,3.6801,3.87331
0.000945764,3.64054,3.87331
0.000946394,3.50209,3.87695
0.000947024,3.4065,3.87331
0.000947654,3.51198,3.86967
0.000948284,3.66032,3.86967
0.000948914,3.6768,3.86602
0.000949544,3.60098,3.86602
0.000950174,3.44276,3.86967
0.000950804,3.42957,3.87695
0.000951434,3.56802,3.87331
0.000952064,3.67351,3.87695
0.000952694,3.65702,3.87695
0.000953324,3.55813,3.87695
0.000953954,3.41639,3.87331
0.000954584,3.45924,3.86967
0.000955214,3.61417,3.87331
0.000955844,3.6801,3.87331
0.000956474,3.63724,3.87331
0.000957104,3.4922,3.87695
0.000957734,3.4065,3.87695
0.000958364,3.50539,3.87331
0.000958994,3.65373,3.86967
0.000959624,3.67351,3.87331
0.000960254,3.60428,3.87331
0.000960884,3.44935,3.87331
0.000961514,3.41968,3.87695
0.000962144,3.55813,3.8806
0.000962774,3.6768,3.87695
0.000963404,3.66362,3.87695
0.000964034,3.55813,3.86967
0.000964664,3.41968,3.87331
0.000965294,3.45594,3.87331
0.000965924,3.60758,3.86967
0.000966554,3.6801,3.86967
0.000967184,3.64713,3.87331
0.000967814,3.51528,3.87331
0.000968444,3.41309,3.87695
0.000969074,3.4988,3.87331
0.000969704,3.56472,1.11172
0.000970334,3.56802,0.0733879
0.000970964,3.50209,0.0661014
0.000971594,3.34386,0.0733879
0.000972224,3.30101,0.0733879
0.000972854,3.40979,0.0770312
0.000973484,3.53176,0.0806744
0.000974114,3.53176,0.0806744
0.000974744,3.42627,0.0843177
0.000975374,3.27464,0.0843177
0.000976004,3.24497,0.087961
0.000976634,3.31749,0.0806744
0.000977264,3.38342,0.0843177
0.000977894,3.36694,0.087961
0.000978524,3.30431,0.087961
0.000979154,3.2153,0.087961
0.000979784,3.16256,0.0952475
0.000980414,3.13949,0.0952475
0.000981044,3.09334,0.0916042
0.000981674,3.01752,0.0916042
0.000982304,2.92852,0.0952475
